program_id,code,error_id_1,error_id_2,error_class_id
prog16940,"  1 #include <stdio.h>
  2 
  3 int main()
  4 {
  5     int n,m;
  6     int i,j;
  7     int a[20];
  8     int sum=0;
  9     scanf(""%d%d"",&n,&m);
 10     for(i=0;i<n;i++){
 11         for(j=0;j<m;j++){
 12            scanf(""%d"",&a[j]);
 13            sum=sum+a[j];
 14         }
 15         printf(""%d\n"",sum);
 16         i++;
 17         J++;
 18     }
 19     return 0;
 20 }",ID,NoDef,0
prog54958,"  1 #include <stdio.h>
  2 
  3 int main()
  4 {
  5     int n,m,i,j;
  6     int a,sum=0,max=0;
  7     scanf(""%d %d"",&n,&m);
  8     for(i=0;i<n;i++)
  9     {
 10         sum=0;
 11         for(j=0;j<m;j++)
 12         {
 13             scanf(""%d"",&a);
 14             sum=sum+a;
 15         }
 16         if(max<sum)
 17             max=sum;
 18     }
 19     printf(""%d"",max)
 20     
 21     return 0;
 22 }",Bound,Lost,1
prog04359,"  1 #include <stdio.h>
  2 #include <math.h>
  3 int main()
  4 {
  5     int n,m,i,j,a,sum1=0,r,max=0;
  6     scanf(""%d%d"",&n,&m);
  7     for(i=1;i<=n;i++)
  8     {
  9         sum1=0;
 10         for(j=1;j<=m;j++)
 11         {scanf(""%d"",&a);
 12         sum1=sum1+a;
 13         }
 14         if(max<sum1)
 15          max=sum1;
 16     }
 17     printf(""%d"",max)
 18     return 0;
 19 }",Bound,Lost,1
prog47307,"  1 #include <stdio.h>
  2 
  3 int main()
  4 {
  5 int a,b,i,j,c;
  6 int sum=0;
  7 
  8 scanf(""%d %d"",&a,&b);
  9 int l[a];
 10 for(i=0;i<a;i++){
 11     sum=0;
 12     for(j=0;j<b;j++){
 13         scanf(""%d"",&c);
 14          sum=sum+c;
 15          
 16     }
 17     for(k=0;k<a;k++){
 18         l[k]=sum;
 19         printf(""%d"",l[k]);
 20     }
 21  
 22 }
 23     
 24     return 0;
 25 }",ID,NoDef,0
prog42155,"  1 #include <stdio.h>
  2 
  3 int main()
  4 {
  5     int i,n,m,a,sum,b;
  6     scanf(""%d%d"",&n,&m);
  7     int array[n];
  8     for(a=0;a<n;a++)
  9     {   sum=0;
 10         for(i=0;i<m;i++)
 11         {
 12             scanf(""%d"",&b);
 13             sum=sum+b;
 14         } 
 15         array[a]=sum;
 16     }
 17     for(c=0;c<n;c++)
 18     {
 19         if(array[c+1]>array[c])
 20         array[c]=array[c+1];
 21         else
 22         array[c+1]=array[c];
 23     }
 24     printf(""%d"",&array[n]);
 25     return 0;
 26 }",ID,NoDef,0
prog15102,"  1 #include <stdio.h>
  2 
  3 int main()
  4 {
  5     int n,m;
  6     
  7     scanf(""%d"",&n);
  8     scanf(""%d"",&m);
  9     
 10     int gold[m];
 11     int sum[n];
 12     
 13     for (int i=0;i<n;i++)
 14     sum[i]=0;
 15     
 16     for (int j=1;i<=n;i++)
 17     {
 18         for (int j=0;j<m;j++)
 19         scanf(""%d"",&gold[j]);
 20         sum[j]=sum[j] + gold[j];
 21     }
 22     
 23     return 0;
 24 }",ID,NoDef,0
prog22041,"  1 #include <stdio.h>
  2 
  3 int main()
  4 { int arr[100][100];
  5   int n,m,sum,max=0;
  6   scanf(""%d %d"",&n.&m);
  7   for(int i=0;i<n;i++)
  8   {
  9       for(int j=0;j<m;j++)
 10       {
 11           scanf(""%d"",&arr[i][j]);
 12       }
 13   }
 14   for(int i=0;i<n;i++)
 15   {
 16       sum=0;
 17       for(int j=0;j<m;j++)
 18       {
 19           sum+=arr[i][j];
 20       }
 21       if(sum>max)
 22       max=sum;
 23       
 24   }
 25   printf(""%d"",max);
 26   
 27     //Fill this area with your code.
 28     
 29     return 0;
 30 }",APIcall,WrongUsage,7
prog58468,"  1 #include <stdio.h>
  2 
  3 int main()
  4 {
  5       int n,m,i,j,h,d;    
  6     scanf(""%d %d"",&n,&m);
  7     int a[n];
  8     
  9     for(i=0;i<=n-1;i++)            
 10     {
 11         a[i]=0;                    
 12         j=1;
 13         while(j<=m)
 14         {  
 15             scanf(""%d"",&h);
 16             a[i]+=h;
 17             j++;
 18         }
 19         scanf(""\n"");
 20     }
 21                                    
 22     for(i=1;i<=n-1;i++)
 23     {
 24         if(a[i]>t[0])
 25         {
 26             d=a[i];
 27             a[i]=a[0];
 28             a[0]=d;
 29         }
 30     }
 31     printf(""%d"",a[0]);
 32         
 33         
 34     return 0;
 35 }",ID,NoDef,0
prog06982,"  1 #include <stdio.h>
  2 
  3 int main()
  4 {
  5     int n,m,i,x,sum,max;
  6     
  7     scanf(""%d %d"",&n,&m);
  8     
  9     int door[n + 1];
 10     
 11     
 12     for(i=1;i<=n;i++)
 13     {
 14         for(j=1,sum=0;j<=m;j++)
 15         {
 16             scanf(""%d"",&x);
 17             sum=sum+x;
 18         }
 19         
 20         door[i]=sum;
 21         
 22     }
 23     
 24     max=0;
 25     
 26     for(i=1;i<=n;i++)
 27     {
 28         if(door[i]>max)
 29         {
 30             max=door[i];
 31         }
 32     }
 33     
 34     printf(""%d"",max);
 35     
 36     return 0;
 37 }",ID,NoDef,0
prog31476,"  1 #include <stdio.h>
  2 
  3 int main()
  4 {
  5     int i,max,j,n,m,y;
  6     scanf(""%d %d"",&n,&m);
  7 
  8     
  9     for(i=1;i<=n;i++){
 10     s=0;
 11       for(j=1;j<=m;j++){
 12       scanf(""%d"",&y);
 13       
 14       s=s+j;
 15       }
 16       if(max<s)
 17       max=s;
 18     }
 19     return 0;
 20 }",ID,NoDef,0
prog47425,"  1 #include <stdio.h>
  2 
  3 int max(int c,int d)
  4 {
  5     if(c>=d)
  6     return c;
  7     else return d;
  8 }
  9 int main()
 10 {
 11    int n,m,s=0;
 12    scanf(""%d%d%"",&n,&m);
 13    int a[n],b[m];
 14    for(int i=0; i<n;i++)
 15    {
 16         for(int j=0;j<m;j++)
 17         {
 18             scanf(""%d"",&b[j]);
 19             a[i]=a[i]+b[j];
 20         }
 21    }
 22    
 23    for(int i=0,;i<n;i++)
 24    {
 25        s=max(s,a[i]);
 26        
 27    }
 28     printf(""%d"",s);
 29     return 0;
 30 }",Bound,Redundant,6
prog01556,"  1 #include <stdio.h>
  2 int main()
  3 {
  4     int n,m,i,j,big;
  5     scanf(""%d%d"",&n,&m);
  6     int a[n+1][m+1],s[n+1];
  7     for(i=1;i<=n;i++)
  8     {
  9         for(j=1;j<=m;j++)
 10         {
 11             scanf(""%d"",&a[i][j]);
 12         }
 13     }
 14     for(i=1;i<=n;i++)
 15     {
 16         s[i]=0;
 17     }
 18     for(i=1;i<=n;i++)
 19     {
 20         for(j=1;j<=m;j++)
 21         {
 22             s[i]=s[i]+a[i][j];
 23         }
 24     }
 25     for(i=1;i<=n;i++)
 26     {
 27         for(j=1;j<=n;j++)
 28         {
 29             if(s[i]>=s[j])
 30             {
 31                 big=s[i];
 32                 s[i]=s[j];
 33                 s[j]=big;
 34             }
 35         }
 36     }
 37     printf(s[1])
 38     return 0;
 39 }",Bound,Lost,1
prog50515,"  1 #include <stdio.h>
  2 
  3 int main()
  4 {
  5     //Fill this area with your code.
  6     int n,m,i,j;
  7     int g,k;
  8     
  9     scanf(""%d%d\n"",&n,&m);
 10     for(i=1;i<=n;i++)
 11     {g=0;
 12     for(j=1;j<=m;j++)
 13         {scanf(""%d"",&k);
 14         g=g+k;
 15         }
 16         printf(""%d\n"",l);
 17         
 18     }    
 19         
 20         
 21 
 22     return 0;
 23 }",ID,NoDef,0
prog30842,"  1 #include <stdio.h>
  2 
  3 int main()
  4 {
  5     int m,n;
  6     
  7     scanf(""%d %d"",&m,&n);
  8     printf(""\n"");
  9     int i,j,k,s,s1;
 10     s1=0;
 11     
 12     for(i=1;i<=n;i++){
 13         s=0;
 14         for(j=1;j<=m;j++){
 15             scanf(""%d"",&k);
 16             s=s+k;
 17         }
 18         printf(""\n"");
 19         if(s>s1){s1=s}
 20     }
 21     
 22   printf(""%d"",s1);  //Fill this area with your code.
 23     
 24     return 0;
 25 }",Bound,Lost,1
prog34771,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 unsigned long int no_of_steps(int n)
  4 {
  5     if(n==0) return 1;
  6     return n*(no_of_steps(n-1)-1)+1;
  7 }
  8 int main() {
  9 	int i;
 10 	int flag=0;
 11 	unsigned long int k;
 12 	for(i=0;i<23;i++)
 13 	{
 14 	    if(no_of_steps(i)==k)
 15 	    k=1
 16 	}
 17 	if(flag==1)
 18 	printf(""yes"");
 19 	else printf(""no"");
 20 	return 0;
 21 }",Bound,Lost,1
prog13540,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 #include <math.h>
  4 int term(int n)
  5 {
  6    int a;
  7    a=pow(2,n-1);
  8    return a
  9 }
 10 int search(int n ,int k)
 11 {
 12     if(term(n)>k)
 13     return 0;
 14     if(term(n)==k)
 15     return 1;
 16     return search(n+1,k);
 17 }
 18 int main() {
 19 	int t,k,i,n=0;
 20 	scanf(""%d"",&t);
 21 	for(i=1;i<=t;i++)
 22 	{
 23 	    scanf(""%d"",&k);
 24 	    if(search(n,k))
 25 	    printf(""yes\n"");
 26 	    else 
 27 	    printf(""no\n"");
 28 	}
 29 	return 0;
 30 }",Bound,Lost,1
prog17776,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 int hanoi(int n)
  4 {
  5     if (n==0) return 0;
  6     else if(n==1) return 1;
  7     else return 2*hanoi(n-1)+1;
  8 }
  9 int main(){
 10     int i,n,t,count=0;
 11     scanf(""%d"",&n);
 12     printf(""%d"",hanoi(35))
 13     for(i=0;i<n+1;i++)
 14     {
 15         scanf(""%d"",&t);
 16         for(i=0;i<=5000000;i++)
 17         {
 18             if(t==hanoi(i))
 19             {
 20                 count=1;
 21                 break;
 22             }
 23         }
 24         if(count==1)
 25         printf(""yes\n"");
 26         else printf(""no\n"");
 27     }
 28     return 0;
 29 }",Bound,Lost,1
prog31031,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 int rec(int n)
  4 {
  5     if(n==1)
  6     return 2;
  7     else
  8     return 2*rec(n-1);
  9 }
 10 /*int meena(int b)
 11 {   int i=0,x=0;
 12       while(b<=rec(i))
 13       {
 14         if(b==(rec(i)-1));
 15         {
 16             x=1;
 17             break;
 18         }
 19        i++;
 20       }
 21     return x;
 22 }
 23 */
 24 int main() {
 25 	int n,k,p,a;
 26 	scanf(""%d\n"",&n);
 27 	for(p=0;p<n;p++)
 28 	{
 29     scanf(""%d\n"",&k);
 30    printf(""%d\n"",rec(K));
 31 	}
 32 	return 0;
 33 }",ID,NoDef,0
prog20836,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 long int series(int disc)
  4 {
  5     if(disc==0)
  6     {
  7         return 0;
  8     }
  9     if(disc==1)
 10     {
 11         return 1;
 12     }
 13     steps=2*series(disc-1) + 1;
 14 }
 15 int main()
 16 {
 17     int t, i, j;
 18     long int k, steps;
 19     scanf(""%d\n"", &t);
 20     for(i=0; i<t; i++)
 21     {
 22         scanf(""%ld\n"", &k);
 23         j=0;
 24         do
 25         {
 26             steps=series(j);
 27             j++;
 28         }while(steps<k);
 29         if(steps==k)
 30         {
 31             printf(""yes\n"");
 32         }
 33         else
 34         {
 35             printf(""no\n"");
 36         }
 37     }
 38 	return 0;
 39 }",ID,NoDef,0
prog13898,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 int hanoi(int n,char a,char b,char c)
  4 {  
  5     int count1,count2,count3;
  6     if(n==0)
  7     return 0;
  8     if(n==1)
  9     return 1;
 10     count1=hanoi(n-1,a,c,b);
 11     count2=hanoi(1,a,b,c);
 12     count3=hanoi(n-1,b,a,c);
 13     return count1+count2+count3;
 14 }
 15 int main()
 16 {  
 17     long int a[25];
 18     for(i=0;i<25;i++)
 19     {
 20         a[i]=hanoi(i,'a','k','h');
 21         printf(""%ld\n"",a[i]);
 22     }
 23 	return 0;
 24 }",ID,NoDef,0
prog38103,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 #include <math.h>
  4 long int Han(long n)
  5 {
  6     if(n==0)
  7         return 0;
  8     if(n==1)
  9         return 1;
 10     else
 11         return 2*Han(n-1)+1;
 12 }
 13 int main() 
 14 {
 15 	long int i,n,t,res,j, arr[1000];
 16 	scanf(""%ld"",&t);
 17 	for(i=0;i<t;i++)
 18 	{
 19 	    res=0;
 20 	    scanf(""%ld"",&n);
 21 	    for(j=0;j<=25;j++)
 22 	    {
 23 	        if(n==Han(j))
 24 	        {
 25 	            printf(""%d"",j)
 26 	            res=1;
 27 	            break;
 28 	        }
 29 	    }
 30 	    if(res==1)
 31 	        printf(""yes\n"");
 32 	    else
 33 	        printf(""no\n"");
 34 	}
 35 	return 0;
 36 }",Bound,Lost,1
prog55407,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 int toh(int n)
  4 {
  5     int i,k;
  6     if(n<=1)
  7      return n;
  8     else
  9      return 2*toh(n-1)+1;
 10 }
 11 int main() {
 12 	int n,k,t,i;
 13 	scanf(""%d"",&t);
 14 	for(i=0;i<t;i++)
 15 	{
 16 	    scanf(""%d"",&k);
 17 	    n=0;
 18 	    for(j=0;n<k;j++)
 19 	    {
 20 	       n=toh(j);
 21 	    }
 22 	    if(n==k)
 23 	     printf(""yes"");
 24 	    else
 25 	     printf(""no"");
 26 	}
 27 	return 0;
 28 }",ID,NoDef,0
prog32876,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 int main() {
  4 long long a[10000],r;int m;
  5 scanf(""%d"",&m);
  6 for(i=0;i<m;i++)
  7 scanf(""%lld"",&a[i]);
  8 for(i=0;i<m;i++)
  9 {
 10     a[i]=a[i]+1;
 11 while(r==0&&a[i]!=0)
 12 {
 13     a[i]=a[i]/2;
 14     r=a[i]%2;
 15 }
 16 if(a[i]==0&&r==1)
 17 printf(""yes"");
 18 else
 19 printf(""no"");
 20 }
 21 	return 0;
 22 }",ID,NoDef,0
prog32032,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 int stp(long int n)
  4  { long int i=0;
  5   if (n==1)
  6   return 1;
  7   if
  8  { i++;
  9  if(n<=2*i-1)
 10  {if(n==2*i-1)
 11  return 1;
 12  else
 13  stp(n);}
 14  else
 15  return 0;}}
 16  int main() 
 17 {
 18  int a,t,i;
 19  long int k;
 20  scanf(""%\nd"",&t);
 21  for(i=0;i<t;i++)
 22  { scanf(""%\nld"",&k);
 23    a=stp(k);
 24    if(a==1)
 25    printf(""yes"");
 26    else 
 27    printf(""no"");}
 28 	return 0;
 29 }",KeyWord,WrongUsage,8
prog14774,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 int hanoi(n,r)
  4 {   r=2;
  5     if(n==1)return 1;
  6     return 2*hanoi(n,r)+hanoi(n-1,r-1);
  7 }
  8 int main() {
  9 	int t,i,s[100];
 10 	long long k;
 11 	scanf(""%d\n"",&t);
 12 	for(i=0;i<100;i++)
 13 	{
 14 	    s[i]=hanoi(i,3);
 15 	}
 16 	for(i=0;i<t;i++)
 17     {
 18         scanf(""%lld\n"",&k);
 19        while(k<5000000)
 20        {
 21        if(s[j]<k)
 22        {
 23            j++;
 24        }
 25         if(s[j]==k)
 26         break;
 27        }
 28     }
 29 	return 0;
 30 }",ID,NoDef,0
prog31211,"  1 #include <stdio.h>
  2 int hanoi_time(int N)
  3 {
  4     if(N==0) return 0;
  5     int res=0;
  6     res+= hanoi_time(N-1);//For Tower_1 to Tower_2 of N-1 disks
  7     res+= 1;//For Tower_1 to tower_3 of one disk
  8     res+= hanoi_time(N-1);//For Tower_2 to Tower_3 of N-1 disks
  9     return res;
 10 }
 11 int chk_num(int inp )
 12 {
 13     int I=0;
 14     while(hanoi_time(I)<=inp)
 15     {
 16         if(inp==hanoi_time(I)) return 1;
 17         I+=1
 18     }
 19     return 0;
 20     /*if(inp<0) return 0;
 21     if(inp==0)   return 1;
 22     if(inp%2==0) return 0;
 23     if(inp%2==1) return chk_num(inp/2);*/
 24 }
 25 int main() 
 26 {
 27     int T=0,I=0,K=0;
 28     scanf(""%d"",&T);
 29     for(I=0;I<T;I+=1)
 30     {
 31         scanf(""%d"",&K);
 32         if(chk_num(K)) printf(""yes\n"");
 33         else printf(""no\n"");
 34     }
 35 	return 0;
 36 }",Bound,Lost,1
prog05038,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 int hanoi(int n,char a,char b,char c) 
  4 { int count1,count2,count3,sum=0;
  5     if(n<=1)
  6    {
  7     return n;
  8     }
  9    else if(n>1)
 10     {
 11       count1=hanoi(n-1,a,c,b);
 12       count2=hanoi(1,a,b,c);
 13       count3=hanoi(n-1,b,a,c);
 14       sum=sum+count1+count2+count3;
 15     }
 16     return sum;
 17 }
 18 int main()
 19 {
 20 int t,i,j,k;
 21 int a[1000];
 22 for(i=0;i<25;i++)
 23 {
 24     a[i]=hanoi(i,'r','a','h');
 25 }
 26 scanf(""%d"",&t);
 27 for(i=0;i<t;i++)
 28 {
 29     scanf(""%d"",&j);
 30     for(k=0;k<25;k++)
 31     {
 32         if(j==a[k])
 33         {
 34             printf(""yes"");
 35         }
 36         else
 37         {
 38             printf(""no"");
 39         }
 40     }
 41 return 0;
 42 }",Bound,NotMatch,3
prog27678,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 long int moves_for(int i)
  4 {
  5     if(i==1)
  6     return 1;
  7     else 
  8     return 2*moves_for(i-1);
  9 }
 10 int main() {
 11     int t,n,count=0,p=0;
 12     scanf(""%d"",&t);
 13     while(count<t)
 14     {
 15         scanf(""%d"",&n);
 16         for(i=0;i<100;i++)
 17         {
 18         if(moves_for(i)-1==n)
 19         {
 20             p=1;     
 21             break;
 22         }
 23         }
 24         if(p==1)
 25         {
 26             printf(""yes"");
 27         }
 28         else
 29         {
 30             printf(""no"");
 31         }
 32         count++;
 33     }
 34 	return 0;
 35 }",ID,NoDef,0
prog00703,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 int hanoi(int n)
  4 {
  5     if(n==0)
  6     return 0;
  7     else if(n==1)
  8     return 1;
  9     else
 10     return 2*hanoi(n-1)+1;
 11 }
 12 int main() {
 13 	int n,i;
 14 	scanf(""%d"",&n);
 15 	for(i=0;i<n;i++)
 16 	{
 17 	    int k,j;
 18 	    scanf(""%d"",&k);
 19 	    for(j=0;j<10000000;j++)
 20 	        if((hanoi(j)==k)&&hanoi(j)<=k)
 21 	        {
 22 	            printf(""yes\n"");
 23 	            break;
 24 	        }
 25 	        else if(c>k)
 26 	        {
 27 	            printf(""no\n"");
 28 	            break;
 29 	        }
 30 	}
 31 	return 0;
 32 }",ID,NoDef,0
prog17044,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 void func(int n)
  4 {   
  5     if(n==0)
  6     {
  7         array[n]=1;
  8     }
  9     else
 10     {
 11         array[n-1]=func(n-1);
 12         array[n]=2*array[n-1]+1;
 13     }
 14 }
 15 int main() {
 16 	int n,i;
 17     int array[2500000];
 18 	scanf(""%d"",&n);
 19 	int arr[n];
 20 	for(i=0;i<n;i++)
 21 	{
 22 	    scanf(""%d"",&arr[i]);
 23 	}
 24 	func(n);
 25 	return 0;
 26 }",ID,NoDef,0
prog57792,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 int hanoi(int n)
  4 {
  5     if (n==0)
  6     return 0;
  7     if (n==1)
  8     return 1;
  9     return 2*hanoi(n-1)+1;
 10 }
 11 int main() {
 12     int t;
 13     scanf(""%d"",&t);
 14     int i;
 15     for(=0;i<t;i++)
 16     {
 17         int k;
 18         scanf(""%d"",&k);
 19         int j=0;
 20         while(hanoi(j)<=k)
 21         {
 22             if(hanoi(j)==k)
 23             {
 24                 printf(""yes"");
 25                 break;
 26             }
 27             else if(hanoi(j)>k)
 28             {
 29                 printf(""no"");
 30                 break;
 31             }
 32             j++;
 33         }
 34     }
 35 	return 0;
 36 }",op,DataLost,5
